title,genres,popularity,vote_average,overview,genres_list,mood_label,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,popularity_scaled,vote_scaled,cluster
They,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4.544216,4.6,"After witnessing a horrific and traumatic event, Julia Lund, a graduate student in psychology, gradually comes to the realization that everything which scared her as a child could be real. And what's worse, it might be coming back to get her..","['Horror', 'Thriller']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.5358055196817332,-1.3276428698663298,1
Larry the Cable Guy: Health Inspector,"[{""id"": 35, ""name"": ""Comedy""}]",2.184708,3.3,A slovenly cable repairman becomes a big-city health inspector and is tasked with uncovering the source of a food poisoning epidemic.,['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6098538966496851,-2.4674770558192285,3
The Adventures of Elmo in Grouchland,"[{""id"": 10751, ""name"": ""Family""}]",3.09159,6.3,"Elmo loves his fuzzy, blue blanket, and would never let anything happen to it. However, a tug-of-war with his friend Zoe sends his blanket to a faraway land, and Elmo in hot pursuit. Facing life without his cherished blanket, Elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into Grouchland-a place full of grouchy creatures, stinky garbage and the villainous Huxley. Along the way, Elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened.",['Family'],Neutral,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5813932429026115,0.1629095271489994,1
Brooklyn's Finest,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",18.790102,6.2,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,"['Crime', 'Drama', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0887272572768284,0.07522997438339211,2
55 Days at Peking,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3.321095,6.3,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.","['Action', 'Drama', 'History']",Angry,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5741906935762139,0.1629095271489994,2
Evil Dead,"[{""id"": 27, ""name"": ""Horror""}]",33.912116,6.4,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.",['Horror'],Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.38584650690903133,0.25058907991460744,2
My Life in Ruins,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",5.787891,5.6,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.4967753001505351,-0.4508473422102539,1
American Dreamz,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",7.864011,4.9,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.","['Comedy', 'Drama', 'Family']",Happy,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.43162048126850344,-1.0646042115695065,1
Superman IV: The Quest for Peace,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",17.062117,4.1,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.","['Action', 'Adventure', 'Science Fiction']",Angry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1429565646896309,-1.7660406336943677,1
How She Move,"[{""id"": 18, ""name"": ""Drama""}]",1.782666,3.0,"After the death of Raya Green's(Rutina Wesley) sister, she gets out from her classes at school, and sees a stomp crew practicing. She meets Bishop(Dwain Murphy) which is the dance crew leader. She then meets Michelle and does a stomp battle with her. They become enemies then friends later on. Her uptight mom pushes her to pass the test to get into Medical school, but she thinks she failed....",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6224711700698006,-2.7305157141160508,3
Running Scared,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",19.311572,7.0,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.","['Action', 'Crime', 'Drama', 'Thriller']",Angry,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0723619781010519,0.7766663965082526,2
Bobby Jones: Stroke of Genius,"[{""id"": 18, ""name"": ""Drama""}]",2.897449,5.5,"The story of golf icon and legend, Bobby Jones, who retired from competition at the tender age of 28.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5874859647551905,-0.5385268949758611,1
Shanghai Surprise,"[{""id"": 12, ""name"": ""Adventure""}]",0.138564,2.9,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",['Adventure'],Neutral,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6740679795189586,-2.818195266881659,3
The Illusionist,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",36.960953,7.1,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.","['Fantasy', 'Drama', 'Thriller', 'Romance']",Sad,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.4815280775965817,0.86434594927386,2
Roar,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1.15641,5.6,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,"['Adventure', 'Thriller']",Neutral,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6421249455036798,-0.4508473422102539,1
Veronica Guerin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9.583578,6.8,"In this true story, Veronica Guerin is an investigative reporter for an Irish newspaper. As the drug trade begins to bleed into the mainstream, Guerin decides to take on and expose those responsible. Beginning at the bottom with addicts, Guerin then gets in touch with John Traynor, a paranoid informant. Not without some prodding, Traynor leads her to John Gilligan, the ruthless head of the operation, who does not take kindly to Guerin's nosing.","['Drama', 'Crime', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3776553557263775,0.6013072909770374,2
Escobar: Paradise Lost,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",25.112567,6.1,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.","['Thriller', 'Romance']",Relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.10969049408772867,-0.012449578382215937,1
Southland Tales,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",9.349386,5.2,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.","['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction', 'Thriller']",Angry,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.38500499704943236,-0.8015655532726838,1
Dragon Hunters,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",8.884405,6.5,"Dragon Hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords Their main concerns revolve around two fundamental rules : Eat and don't get eaten.","['Animation', 'Family']",Neutral,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3995974834368214,0.33826863268021473,2
Damnation Alley,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2.215261,5.0,A small group of survivors at a military installation who survived World War 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. Hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way.,"['Action', 'Adventure', 'Science Fiction']",Angry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.6088950526612343,-0.9769246588038991,1
The Apparition,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6.385234,4.5,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.","['Horror', 'Thriller']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.47802890062861464,-1.415322422631937,1
My Girl,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",20.935169,7.0,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...","['Comedy', 'Drama', 'Family']",Happy,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.02140867652291106,0.7766663965082526,2
Fur: An Imaginary Portrait of Diane Arbus,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",4.358255,5.8,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.","['Drama', 'Mystery', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.5416415288113217,-0.27548823667903855,2
Wall Street,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",24.898687,7.0,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.","['Crime', 'Drama']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10297830372181103,0.7766663965082526,2
Sense and Sensibility,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",20.898711,7.2,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.","['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.022552836969706568,0.952025502039468,2
Becoming Jane,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",18.236284,6.9,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,"['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.10610771287843572,0.6889868437426454,2
Sydney White,"[{""id"": 35, ""name"": ""Comedy""}]",10.74648,6.0,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34116003311133,-0.10012913114782322,1
House of Sand and Fog,"[{""id"": 18, ""name"": ""Drama""}]",12.102725,7.0,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29859703225653306,0.7766663965082526,2
Dead Poets Society,"[{""id"": 18, ""name"": ""Drama""}]",55.458584,8.1,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0620387405407536,1.7411414769299358,0
Dumb and Dumber,"[{""id"": 35, ""name"": ""Comedy""}]",35.777067,6.5,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4443742146662246,0.33826863268021473,2
When Harry Met Sally...,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",18.430419,7.3,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.","['Comedy', 'Romance', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.10001517932369748,1.0397050548050752,2
The Verdict,"[{""id"": 18, ""name"": ""Drama""}]",7.980632,7.4,"Frank Galvin is a down-on-his luck lawyer, reduced to drinking and ambulance chasing. Former associate Mickey Morrissey reminds him of his obligations in a medical malpractice suit that he himself served to Galvin on a silver platter: all parties willing to settle out of court. Blundering his way through the preliminaries, he suddenly realizes that perhaps after all the case should go to court; to punish the guilty, to get a decent settlement for his clients, and to restore his standing as a lawyer.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42796056751937456,1.1273846075706833,2
Road Trip,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",14.759948,5.9,Four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend.,"['Comedy', 'Adventure']",Happy,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21520547334174545,-0.1878086839134305,1
Varsity Blues,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9.229999,6.0,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.","['Comedy', 'Drama', 'Romance']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.38875171610318127,-0.10012913114782322,2
The Artist,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",29.943316,7.3,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.","['Drama', 'Comedy', 'Romance']",Sad,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26129376179843694,1.0397050548050752,2
The Unborn,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",15.788784,4.8,A young woman fights the spirit that is slowly taking possession of her.,"['Horror', 'Thriller', 'Mystery']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.18291754044802352,-1.1522837643351145,1
Moonrise Kingdom,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",41.083914,7.6,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.","['Comedy', 'Drama', 'Romance']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6109188532803957,1.302743713101898,2
The Texas Chainsaw Massacre: The Beginning,"[{""id"": 27, ""name"": ""Horror""}]",21.380635,5.9,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",['Horror'],Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.007428628862803104,-0.1878086839134305,1
The Young Messiah,"[{""id"": 18, ""name"": ""Drama""}]",1.884558,6.4,"Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619273496136922,0.25058907991460744,2
The Master of Disguise,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",4.382761,3.7,"A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!","['Comedy', 'Family']",Happy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5408724576634482,-2.1167588447567978,1
Pan's Labyrinth,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",90.809408,7.6,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","['Fantasy', 'Drama', 'War']",Sad,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2.1714527123008533,1.302743713101898,0
See Spot Run,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",6.579017,4.8,"A drug sniffing agent canine is a target for an assassin boss so the FBI calls Witness Protection to send him somewhere else. Meanwhile a single Mom puts her 6 year old boy James in the care of her irresponsible, mailman, neighbor, Gordon, when the babysitter bails on her. Meanwhile, an assassin mob boss hires 2 goons to kill Agent 11. But when 11 escapes from the van when they tried to kill him, he hides in Gordon's Mailtruck that James is in too. And guess what they name him. Spot.","['Action', 'Comedy', 'Family']",Angry,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.47194741388053807,-1.1522837643351145,1
Baby Boy,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7.854989,7.4,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.","['Crime', 'Drama', 'Romance']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.4319036184551563,1.1273846075706833,2
The Roommate,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",11.807269,5.3,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.","['Thriller', 'Drama', 'Horror']",Sad,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.30786932006629814,-0.7138860005070765,1
Joe Dirt,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",15.976335,5.5,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.","['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']",Happy,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.17703163239061645,-0.5385268949758611,1
Double Impact,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10.484642,5.3,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.","['Thriller', 'Action', 'Crime', 'Drama']",Angry,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.34937728811895646,-0.7138860005070765,1
Hot Fuzz,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",38.623178,7.4,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.","['Crime', 'Action', 'Comedy']",Angry,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5336936406739496,1.1273846075706833,0
The Women,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.8321,4.6,"The story centers on a group of gossipy, high-society women who spend their days at the beauty salon and haunting fashion shows. The sweet, happily-wedded Mary Haines finds her marriage in trouble when shop girl Crystal Allen gets her hooks into Mary's man.","['Comedy', 'Drama', 'Romance']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.4012389698642074,-1.3276428698663298,1
Vicky Cristina Barcelona,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",32.758254,6.7,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.","['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.34963488637415924,0.51362773821143,2
Arn: The Knight Templar,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6.091033,6.4,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.","['Action', 'Adventure', 'Drama', 'Romance']",Angry,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.487261802806674,0.25058907991460744,2
Boys and Girls,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9.119797,5.4,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.","['Comedy', 'Drama', 'Romance']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3922101825456016,-0.6262064477414685,1
White Oleander,"[{""id"": 18, ""name"": ""Drama""}]",9.423866,7.2,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3826675931853331,0.952025502039468,2
Jennifer's Body,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",32.257414,5.3,A newly possessed cheerleader turns into a killer who specializes in offing her male classmates. Can her best friend put an end to the horror?,"['Comedy', 'Horror']",Happy,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3339170379410836,-0.7138860005070765,1
